timestamp,asset,side,order_action,paper_weight,fee_drag,slippage_drag,total_cost_drag,status,reason
2026-07-08T22:03:21.468030+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-08T22:03:21.468030+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-08T22:40:27.623975+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-08T22:40:27.623975+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T03:20:43.971119+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T03:20:43.971119+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T03:30:06.677857+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T03:30:06.677857+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T04:38:46.495208+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T04:38:46.495208+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T04:49:50.571611+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T04:49:50.571611+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:04:02.807197+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:04:02.807197+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:24:29.404982+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:24:29.404982+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:40:54.529794+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:40:54.529794+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:56:39.381112+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T05:56:39.381112+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T06:17:11.462091+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T06:17:11.462091+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T06:29:57.991419+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T06:29:57.991419+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T07:00:45.421515+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T07:00:45.421515+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T07:34:55.476310+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T07:34:55.476310+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:00:52.674540+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:00:52.674540+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:16:36.223222+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:16:36.223222+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:29:47.560245+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:29:47.560245+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:44:59.141398+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T08:44:59.141398+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:00:23.113408+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:00:23.113408+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:22:36.491449+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:22:36.491449+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:27:57.466384+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:27:57.466384+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:42:24.863663+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:42:24.863663+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:49:24.968634+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T09:49:24.968634+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T10:14:15.303292+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T10:14:15.303292+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T10:29:01.971566+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T10:29:01.971566+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T10:41:34.428760+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T10:41:34.428760+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T11:00:36.834673+00:00,BTC-USD,LONG,BUY,0.223984,0.00017919,0.00026878,0.00044797,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T11:00:36.834673+00:00,ETH-USD,LONG,BUY,0.191206,0.00015296,0.00022945,0.00038241,PAPER_FILLED,No execution adapter signal for asset.
2026-07-09T11:14:55.070437+00:00,BTC-USD,LONG,BUY,0.153647,0.00012292,0.00018438,0.00030729,PAPER_FILLED,Optimize current MTM portfolio toward risk-adjusted target portfolio.
2026-07-09T11:14:55.070437+00:00,ETH-USD,LONG,BUY,0.131163,0.00010493,0.0001574,0.00026233,PAPER_FILLED,Optimize current MTM portfolio toward risk-adjusted target portfolio.
2026-07-09T11:45:24.219136+00:00,BTC-USD,LONG,BUY,0.153647,0.00012292,0.00018438,0.00030729,PAPER_FILLED,Optimize current MTM portfolio toward risk-adjusted target portfolio.
2026-07-09T11:45:24.219136+00:00,ETH-USD,LONG,BUY,0.131163,0.00010493,0.0001574,0.00026233,PAPER_FILLED,Optimize current MTM portfolio toward risk-adjusted target portfolio.
